Nume,Pret vanzare (cu promotie),Descriere,Stoc numeric,Link produs,Imagine (principala),Categorie,Brand
Rochie Frances rosie cu pene si manusi,1755.0,"Rochie frances rosie cu pene si manusi- stil elegant, pentru un eveniment special- croi conic, mulat- bust accesorizat cu pene- manusi detasabile- bordura de pene- slit la spate- inchidere la spate cu fermoar ascuns- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-frances-alba-cu-pene-si-manusi-11775,https://ejolie.ro/continut/produse/11775/1000/rochie-frances-rosie-cu-pene-si-manusi_99104.webp,Rochii de seara,Trendya
Rochie Natalia crem aurie,675.0,"Rochie natalia crem aurie- stil elegant- croi mulat- volan lateral, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-natalia-verde-11774,https://ejolie.ro/continut/produse/11774/1000/rochie-natalia-crem-aurie_99102.webp,Rochii de seara,Trendya
Rochie Patricia crem aurie,675.0,"Rochie patricia crem aurie- stil elegant, pentru un eveniment special- croi in clos- cordon lat, integrat- bust din dantela, cu maneci scurte, bufante- fusta in clos, cu pliuri, cu rijelina la baza- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-patricia-lila-11773,https://ejolie.ro/continut/produse/11773/1000/rochie-patricia-crem-aurie_99100.webp,Rochii de ocazie,Trendya
Rochie Sorina crem roze,621.0,"Rochie sorina crem roze- stil elegant- croi mulat- volan lateral, asimetric, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie si dantela chantilly",1,https://ejolie.ro/product/rochie-sorina-lila-11772,https://ejolie.ro/continut/produse/11772/1000/rochie-sorina-crem-roze_99098.webp,Rochii de seara,Trendya
Rochie Nicolle verde lime,594.0,"Rochie nicolle verde lime- stil elegant- croi mulat, conic- fronseuri pe talie, cu accesoriu argintiu- slit pe picior- maneci lungi- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-nicolle-fucsia-11770,https://ejolie.ro/continut/produse/11770/1000/rochie-nicolle-verde-lime_99093.webp,Rochii de seara,Trendya
Rochie Laurence verde lime,594.0,"Rochie laurence verde lime- stil elegant- croi mulat, conic- maneci lungi, cu umeri maxi- esarfa frontala, cu nod pe talie- crepeu la spate- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-laurence-fucsia-11769,https://ejolie.ro/continut/produse/11769/1000/rochie-laurence-verde-lime_99091.webp,Rochii de seara,Trendya
Rochie Patricia lila,675.0,"Rochie patricia lila- stil elegant, pentru un eveniment special- croi in clos- cordon lat, integrat- bust din dantela, cu maneci scurte, bufante- fusta in clos, cu pliuri, cu rijelina la baza- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-patricia-verde-11768,https://ejolie.ro/continut/produse/11768/1000/rochie-patricia-lila_99087.webp,Rochii de ocazie,Trendya
Rochie Sorina lila,621.0,"Rochie sorina lila- stil elegant- croi mulat- volan lateral, asimetric, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie si dantela",1,https://ejolie.ro/product/rochie-sorina-neagra-11767,https://ejolie.ro/continut/produse/11767/1000/rochie-sorina-lila_99085.webp,Rochii de seara,Trendya
Rochie Roxana gri,648.0,"Rochie roxana gri- stil elegant- croi conic, mulat- talie accesorizata cu funda maxi- crepeu la spate- inchidere cu fermoar la spate- realizata din tafta elastica",1,https://ejolie.ro/product/rochie-roxana-gri,https://ejolie.ro/continut/produse/11765/1000/rochie-roxana-gri_99081.webp,Rochii de ocazie,Trendya
Rochie Laurence fucsia,594.0,"Rochie laurence fucsia- stil elegant- croi mulat, conic- maneci lungi, cu umeri maxi- esarfa frontala, cu nod pe talie- crepeu la spate- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-laurence-turcoaz-11764,https://ejolie.ro/continut/produse/11764/1000/rochie-laurence-fucsia_99079.webp,Rochii de seara,Trendya
Rochie Nicolle fucsia,594.0,"Rochie nicolle fucsia- stil elegant- croi mulat, conic- fronseuri pe talie, cu accesoriu argintiu- slit pe picior- maneci lungi- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-nicolle-fucsia,https://ejolie.ro/continut/produse/11763/1000/rochie-nicolle-fucsia_99076.webp,Rochii de seara,Trendya
Rochie Anemona albastra,594.0,"Rochie anemona albastra- stil elegant- croi mulat, conic- umerii goi- decolteu adanc, cu insertie din plasa nude- maneci lungi- fronseuri laterale si in partea din spate- inchidere cu fermoar la spate- realizata din lycra",1,https://ejolie.ro/product/rochie-anemona-albastra,https://ejolie.ro/continut/produse/11762/1000/rochie-anemona-albastra_99074.webp,Rochii de seara,Trendya
Rochie Laurence turcoaz,594.0,"Rochie laurence turcoaz- stil elegant- croi mulat, conic- maneci lungi, cu umeri maxi- esarfa frontala, cu nod pe talie- crepeu la spate- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-laurence-galbena-11761,https://ejolie.ro/continut/produse/11761/1000/rochie-laurence-turcoaz_99072.webp,Rochii de seara,Trendya
Rochie Sangmo vernil cu imprimeu,255.6,"Sangmo vernil &ndash; armonie în culoaresangmo vernil este o rochie care surprinde prin echilibrul perfect între vitalitate si rafinament. construita din voal fin, cu o textura usoara si diafana, rochia îmbina nuantele vii de verde, turcoaz si roz cu accente aurii florale ce par sa danseze la fiecare pas. croiala petrecuta, cu decolteu în v si cordon în talie, contureaza silueta cu gratie, iar mânecile trei sferturi adauga o nota romantica si moderna. sangmo vernil este alegerea perfecta pentru ",1,https://ejolie.ro/product/rochie-sangmo-vernil-cu-imprimeu,https://ejolie.ro/continut/produse/11760/1000/rochie-sangmo-vernil-cu-imprimeu_99070.webp,Outlet,Trendya
Rochie Catrinel turcoaz,499.5,"Rochie catrinel turcoaz    - stil elegant- croi in clos- slit pe picior, cu insertie de dantela neagra- decolteu patrat, accesorizat cu dantela neagra- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-catrinel-neagra-11759,https://ejolie.ro/continut/produse/11759/1000/rochie-catrinel-turcoaz_99066.webp,Rochii de Zi,Trendya
Rochie Natalia verde,675.0,"Rochie natalia verde  - stil elegant- croi mulat- volan lateral, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-natalia-fucsia-11758,https://ejolie.ro/continut/produse/11758/1000/rochie-natalia-verde_99064.webp,Rochii de seara,Trendya
Rochie Mirabelle verde,621.0,"Rochie mirabelle verde      - stil elegant- croi in clos- decolteu petrecut, in v- maneci scurte, usor bufante, cu pliu lateral- talie marcata cu cordon integrat, accesorizata cu floare neagra- rijelina la baza- inchidere la spate cu fermoar- realizata din voal organza",1,https://ejolie.ro/product/rochie-mirabelle-orange-11757,https://ejolie.ro/continut/produse/11757/1000/rochie-mirabelle-verde_99062.webp,Rochii de ocazie,Trendya
Rochie Patricia verde,675.0,"Rochie patricia verde  - stil elegant, pentru un eveniment special- croi in clos- cordon lat, integrat- bust din dantela, cu maneci scurte, bufante- fusta in clos, cu pliuri, cu rijelina la baza- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-patricia-neagra-11756,https://ejolie.ro/continut/produse/11756/1000/rochie-patricia-verde_99060.webp,Rochii de ocazie,Trendya
Rochie Sorina neagra,621.0,"Rochie sorina neagra- stil elegant- croi mulat- volan lateral, asimetric, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie si dantela chantilly",1,https://ejolie.ro/product/rochie-sorina-neagra,https://ejolie.ro/continut/produse/11755/1000/rochie-sorina-neagra_99055.webp,Rochii de seara,Trendya
Rochie Catrinel neagra,499.5,"Rochie catrinel neagra  - stil elegant- croi in clos- slit pe picior, cu insertie de dantela neagra- decolteu patrat, accesorizat cu dantela neagra- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-catrinel-fucsia-11754,https://ejolie.ro/continut/produse/11754/1000/rochie-catrinel-neagra_99052.webp,Rochii de Zi,Trendya
Rochie Elia rosu-negru,432.0,"Rochie elia rosu-negru  - stil elegant- model bicolor cu croi drept- decolteu rotund, la baza gatului- maneci lungi- crepeu la spate- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-elia-alb-negru-11753,https://ejolie.ro/continut/produse/11753/1000/rochie-elia-rosu-negru_99050.webp,Rochii de Zi,Trendya
Rochie Patricia neagra,675.0,"Rochie patricia neagra- stil elegant, pentru un eveniment special- croi in clos- cordon lat, integrat- bust din dantela, cu maneci scurte, bufante- fusta in clos, cu pliuri, cu rijelina la baza- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-patricia-neagra-11752,https://ejolie.ro/continut/produse/11752/1000/rochie-patricia-neagra_99048.webp,Rochii de ocazie,Trendya
Rochie Mirabelle orange,621.0,"Rochie mirabelle orange    - stil elegant- croi in clos- decolteu petrecut, in v- maneci scurte, usor bufante, cu pliu lateral- talie marcata cu cordon integrat, accesorizata cu floare neagra- rijelina la baza- inchidere la spate cu fermoar- realizata din voal organza",1,https://ejolie.ro/product/rochie-mirabelle-magenta-11751,https://ejolie.ro/continut/produse/11751/1000/rochie-mirabelle-orange_99046.webp,Rochii de ocazie,Trendya
Rochie Mirabelle magenta,621.0,"Rochie mirabelle magenta  - stil elegant- croi in clos- decolteu petrecut, in v- maneci scurte, usor bufante, cu pliu lateral- talie marcata cu cordon integrat, accesorizata cu floare neagra- rijelina la baza- inchidere la spate cu fermoar- realizata din voal organza",1,https://ejolie.ro/product/rochie-mirabelle-lila-11749,https://ejolie.ro/continut/produse/11749/1000/rochie-mirabelle-magenta_99042.webp,Rochii de ocazie,Trendya
Rochie Mirabelle lila,621.0,"Rochie mirabelle lila- stil elegant- croi in clos- decolteu petrecut, in v- maneci scurte, usor bufante, cu pliu lateral- talie marcata cu cordon integrat, accesorizata cu floare neagra- rijelina la baza- inchidere la spate cu fermoar- realizata din voal organza",1,https://ejolie.ro/product/rochie-mirabelle-lila,https://ejolie.ro/continut/produse/11748/1000/rochie-mirabelle-lila_99040.webp,Rochii de ocazie,Trendya
Rochie Elia lila-olive,432.0,"Rochie elia lila-olive  - stil elegant- model bicolor cu croi drept- decolteu rotund, la baza gatului- maneci lungi- crepeu la spate- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-elia-alb-negru-11747,https://ejolie.ro/continut/produse/11747/1000/rochie-elia-lila-olive_99038.webp,Rochii de Zi,Trendya
Rochie Maria verde,445.5,"Rochie maria verde- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-neagra-11746,https://ejolie.ro/continut/produse/11746/1000/rochie-maria-verde_99036.webp,Rochii de Zi,Trendya
Rochie Maria neagra,445.5,"Rochie maria neagra- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-neagra-11745,https://ejolie.ro/continut/produse/11745/1000/rochie-maria-neagra_99034.webp,Rochii de Zi,Trendya
Rochie Elia alb-negru,432.0,"Rochie elia alb-negru- stil elegant- model bicolor cu croi drept- decolteu rotund, la baza gatului- maneci lungi- crepeu la spate- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-elia-alb-negru,https://ejolie.ro/continut/produse/11744/1000/rochie-elia-alb-negru_99032.webp,Rochii de Zi,Trendya
Rochie Catrinel fucsia,499.5,"Rochie catrinel fucsia- stil elegant- croi in clos- slit pe picior, cu insertie de dantela neagra- decolteu patrat, accesorizat cu dantela neagra- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-catrinel-fucsia,https://ejolie.ro/continut/produse/11743/1000/rochie-catrinel-fucsia_99029.webp,Rochii de Zi,Trendya
Rochie Natalia fucsia,675.0,"Rochie natalia fucsia- stil elegant- croi mulat- volan lateral, cu rijelina- maneci lungi, cu umeri marcati- inchidere la spate cu fermoar- realizata din tafta elastica si dantela",1,https://ejolie.ro/product/rochie-natalia-fucsia,https://ejolie.ro/continut/produse/11742/1000/rochie-natalia-fucsia_99027.webp,Rochii de seara,Trendya
Rochie Laurence galbena,594.0,"Rochie laurence galbena  - stil elegant- croi mulat, conic- maneci lungi, cu umeri maxi- esarfa frontala, cu nod pe talie- crepeu la spate- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-laurence-neagra-11741,https://ejolie.ro/continut/produse/11741/1000/rochie-laurence-galbena_99025.webp,Rochii de seara,Trendya
Bluza Olya albastra cu imprimeu,119.4,"Bluza olya albastra cu imprimeu    - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-ivoar-cu-imprimeu-floral-11727,https://ejolie.ro/continut/produse/11727/1000/bluza-olya-albastra-cu-imprimeu_98563.webp,Bluze | Camasi,Trendya
Bluza Olya ivoar cu imprimeu floral,119.4,"Bluza olya ivoar cu imprimeu floral  - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-bleumarin-cu-imprimeu-floral-11726,https://ejolie.ro/continut/produse/11726/1000/bluza-olya-ivoar-cu-imprimeu-floral_98561.webp,Bluze | Camasi,Trendya
Bluza Olya bleumarin cu imprimeu floral,119.4,"Bluza olya bleumarin cu imprimeu floral                  - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-roz-cu-imprimeu-floral-11725,https://ejolie.ro/continut/produse/11725/1000/bluza-olya-bleumarin-cu-imprimeu-floral_98559.webp,Bluze | Camasi,Trendya
Bluza Zhavia cu imprimeu fluturi,81.25,"Bluza zhavia cu imprimeu fluturi                 este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-cu-imprimeu-caramiziu-11724,https://ejolie.ro/continut/produse/11724/1000/bluza-zhavia-cu-imprimeu-fluturi_98557.webp,Bluze | Camasi,Trendya
Bluza Zhavia alba cu imprimeu roz,81.25,"Bluza zhavia alba cu imprimeu roz                 este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-cu-dungi-bleumarin-11721,https://ejolie.ro/continut/produse/11721/1000/bluza-zhavia-alba-cu-imprimeu-roz_98549.webp,Bluze | Camasi,Trendya
Bluza Zhavia cu dungi bleumarin,81.25,"Bluza zhavia cu dungi bleumarin               este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-crem-cu-imprimeu-divers-11720,https://ejolie.ro/continut/produse/11720/1000/bluza-zhavia-cu-dungi-bleumarin_98547.webp,Bluze | Camasi,Trendya
Bluza Leah roz cu dungi,74.8,"Bluza leah roz cu dungi      - stil casual- croi larg- pliuri frontale- gulet incretit, cu siret- maneci lungi, cu mansete incretite si siret- este captusita- realizata din voal",1,https://ejolie.ro/product/bluza-leah-neagra-cu-dungi-11718,https://ejolie.ro/continut/produse/11718/1000/bluza-leah-roz-cu-dungi_98567.webp,Bluze | Camasi,Trendya
Bluza Leah neagra cu dungi,74.8,"Bluza leah neagra cu dungi    - stil casual- croi larg- pliuri frontale- gulet incretit, cu siret- maneci lungi, cu mansete incretite si siret- este captusita- realizata din voal",1,https://ejolie.ro/product/bluza-leah-alba-cu-dungi-negre-11717,https://ejolie.ro/continut/produse/11717/1000/bluza-leah-neagra-cu-dungi_98541.webp,Bluze | Camasi,Trendya
Bluza Olya verde cu lalele,119.4,"Bluza olya verde cu lalele imprimate          - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-verde-cu-flori-11716,https://ejolie.ro/continut/produse/11716/1000/bluza-olya-verde-cu-lalele_98538.webp,Bluze | Camasi,Trendya
Bluza Olya roz cu imprimeu floral,119.4,"Bluza olya roz cu imprimeu floral                - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-bordo-cu-imprimeu-11715,https://ejolie.ro/continut/produse/11715/1000/bluza-olya-roz-cu-imprimeu-floral_98535.webp,Bluze | Camasi,Trendya
Bluza Olya neagra cu flori,119.4,"Bluza olya neagra cu flori            - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-gri-cu-imprimeu-maro-11713,https://ejolie.ro/continut/produse/11713/1000/bluza-olya-neagra-cu-flori_98531.webp,Bluze | Camasi,Trendya
Bluza Olya gri cu imprimeu maro,119.4,"Bluza olya gri cu imprimeu maro          - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-verde-cu-flori-11712,https://ejolie.ro/continut/produse/11712/1000/bluza-olya-gri-cu-imprimeu-maro_98528.webp,Bluze | Camasi,Trendya
Bluza Olya verde cu flori,119.4,"Bluza olya verde cu flori        - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeu",1,https://ejolie.ro/product/bluza-olya-cu-dungi-colorate-11711,https://ejolie.ro/continut/produse/11711/1000/bluza-olya-verde-cu-flori_98526.webp,Bluze | Camasi,Trendya
Bluza Zhavia cu dungi colorate,81.25,"Bluza zhavia cu dungi colorate           este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-roz-cu-imprimeu-11710,https://ejolie.ro/continut/produse/11710/1000/bluza-zhavia-cu-dungi-colorate_98524.webp,Bluze | Camasi,Trendya
Bluza Leah alba cu dungi negre,74.8,"Bluza leah alba cu dungi negre  - stil casual- croi larg- pliuri frontale- gulet incretit, cu siret- maneci lungi, cu mansete incretite si siret- este captusita- realizata din voal",1,https://ejolie.ro/product/bluza-leah-bleumarin-11708,https://ejolie.ro/continut/produse/11708/1000/bluza-leah-alba-cu-dungi-negre_98519.webp,Bluze | Camasi,Trendya
Bluza Zhavia bleumarin cu imprimeu roz,81.25,"Bluza zhavia bleumarin cu imprimeu roz             este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-albastra-cu-imprimeu-zigzag-11707,https://ejolie.ro/continut/produse/11707/1000/bluza-zhavia-bleumarin-cu-imprimeu-roz_98517.webp,Bluze | Camasi,Trendya
Bluza Zhavia albastra cu imprimeu zigzag,81.25,"Bluza zhavia albastra cu imprimeu zigzag           este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-roz-cu-imprimeu-11705,https://ejolie.ro/continut/produse/11705/1000/bluza-zhavia-albastra-cu-imprimeu-zigzag_98513.webp,Bluze | Camasi,Trendya
Bluza Zhavia roz cu imprimeu,81.25,"Bluza zhavia roz cu imprimeu         este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoft",1,https://ejolie.ro/product/bluza-zhavia-gri-11704,https://ejolie.ro/continut/produse/11704/1000/bluza-zhavia-roz-cu-imprimeu_98511.webp,Bluze | Camasi,Trendya
Pantaloni Ovia bleumarin,297.0,"Pantalonii ovia sunt eleganti si versatili, ideali pentru un look office sau pentru ocazii semi-formale. culoare: bleumarin, clasic si versatil, potrivindu-se cu diverse piese vestimentare si accesorii.croiala:fit: croiala dreapta cu sort lateral integrat, care urmeaza linia corpului, oferind un aspect rafinatlungime: lungimea pantalonilor este pâna la glezna, oferind o silueta alungita si eleganta.detalii:talia: talie medie, confortabila si clasica, cu un aspect neted si curat.buzunare: pantalo",1,https://ejolie.ro/product/pantaloni-ovia-negri-11700,https://ejolie.ro/continut/produse/11700/1000/pantaloni-ovia-bleumarin_98503.webp,Pantaloni,Trendya
Pantaloni Ovia negri,297.0,"Pantalonii ovia sunt eleganti si versatili, ideali pentru un look office sau pentru ocazii semi-formale. culoare: negru, clasic si versatil, potrivindu-se cu diverse piese vestimentare si accesorii.croiala:fit: croiala dreapta cu sort lateral integrat, care urmeaza linia corpului, oferind un aspect rafinatlungime: lungimea pantalonilor este pâna la glezna, oferind o silueta alungita si eleganta.detalii:talia: talie medie, confortabila si clasica, cu un aspect neted si curat.buzunare: pantalonii ",1,https://ejolie.ro/product/pantaloni-ovia-magenta-11699,https://ejolie.ro/continut/produse/11699/1000/pantaloni-ovia-negri_98501.webp,Pantaloni,Trendya
Pantaloni Ovia magenta,297.0,"Pantalonii ovia sunt eleganti si versatili, ideali pentru un look office sau pentru ocazii semi-formale. culoare: roz, clasic si versatil, potrivindu-se cu diverse piese vestimentare si accesorii.croiala:fit: croiala dreapta cu sort lateral integrat, care urmeaza linia corpului, oferind un aspect rafinatlungime: lungimea pantalonilor este pâna la glezna, oferind o silueta alungita si eleganta.detalii:talia: talie medie, confortabila si clasica, cu un aspect neted si curat.buzunare: pantalonii su",1,https://ejolie.ro/product/pantaloni-leona-roz-11698,https://ejolie.ro/continut/produse/11698/1000/pantaloni-ovia-magenta_98499.webp,Pantaloni,Trendya
Pantaloni Leona roz,270.0,"Pantalonii leona sunt eleganti si versatili, ideali pentru un look office sau pentru ocazii semi-formale. culoare: roz, clasic si versatil, potrivindu-se cu diverse piese vestimentare si accesorii.croiala:fit: croiala dreapta si slim, care urmeaza linia corpului, oferind un aspect rafinat si profesionist.lungime: lungimea pantalonilor este pâna la glezna, oferind o silueta alungita si eleganta.detalii:talia: talie medie, confortabila si clasica, cu un aspect neted si curat.buzunare: pantalonii s",1,https://ejolie.ro/product/pantaloni-leona-albi-11697,https://ejolie.ro/continut/produse/11697/1000/pantaloni-leona-roz_98496.webp,Pantaloni,Trendya
Fusta Zahra neagra,310.5,"Fusta zahra este o piesa eleganta si sofisticata, ideala pentru ocazii speciale. confectionata dintr-un material de calitate, aceasta prezinta un model clasic, oferindu-i un aer de rafinament si stil. designul sau lung si conic accentueaza silueta, iar talia înalta, evidentiata de o centura integrata, subliniaza linia taliei pentru un efect de subtiere. fusta are buzunare laterale practice, adaugând un element de functionalitate fara a compromite eleganta. aceasta fusta este perfecta pentru a fi",1,https://ejolie.ro/product/fusta-zahra-alba-11695,https://ejolie.ro/continut/produse/11695/1000/fusta-zahra-neagra_98489.webp,Fuste,Trendya
Fusta Zahra alba,310.5,"Fusta zahra este o piesa eleganta si sofisticata, ideala pentru ocazii speciale. confectionata dintr-un material de calitate, aceasta prezinta un model clasic, oferindu-i un aer de rafinament si stil. designul sau lung si conic accentueaza silueta, iar talia înalta, evidentiata de o centura integrata, subliniaza linia taliei pentru un efect de subtiere. fusta are buzunare laterale practice, adaugând un element de functionalitate fara a compromite eleganta. aceasta fusta este perfecta pentru a fi",1,https://ejolie.ro/product/fusta-zahra-bej-11694,https://ejolie.ro/continut/produse/11694/1000/fusta-zahra-alba_98488.webp,Fuste,Trendya
Rochie Priya neagra,560.63,"Rochie priya neagra - rochie satinata, stil closh, petrecuta in fata- este tip corset, in partea din fata, dar se incheie la spate cu fermoar ascuns- are push-up- nu are jupa- compozitie: 95% poliester, 5% elastan",1,https://ejolie.ro/product/rochie-priya-neagra,https://ejolie.ro/continut/produse/11685/1000/rochie-priya-neagra_98814.webp,Rochii de ocazie,Ejolie
Rochie Malvina fucsia,575.58,"Rochie malvina fucsia- compozitie: 95% poliester, 5% elastan- rochia este din material tip barbie, fara jupa- se incheie la spate cu fermoar ascuns",1,https://ejolie.ro/product/rochie-malvina-fucsia,https://ejolie.ro/continut/produse/11658/1000/rochie-malvina-fucsia_98792.webp,Rochii de ocazie,Ejolie
Rochie Ramona rosie cu perle,551.85,"Rochie ramona rosie cu perle  - rochie midi din material tip barbie, cu perle atasate- se incheie la spate cu fermoar ascuns- rochia are push-up- nu are jupa- compozitie: 100% poliester",1,https://ejolie.ro/product/rochie-verona-rosie-cu-perle,https://ejolie.ro/continut/produse/11653/1000/rochie-ramona-rosie-cu-perle_98934.webp,Rochii de ocazie,Ejolie
Rochie Laurentina portocalie,393.3,"Rochie laurentina portocalie    - rochia este din dantela si are jupa detasabila- se incheie cu nasuri atasati frontal- nu este elastica in talie- compozitie: 74% vascoza, 8% poliester, 18% spandex",1,https://ejolie.ro/product/rochie-laurentina-maro-11652,https://ejolie.ro/continut/produse/11652/1000/rochie-laurentina-portocalie_98943.webp,Rochii de Zi,Ejolie
Rochie Evia verde,756.0,"Evia emerald &ndash; mister si rafinamento aparitie de neuitat începe cu o rochie statement. aceasta rochie midi verde smarald din tafta elastica impresioneaza prin silueta sofisticata, detaliile de inspiratie couture si atitudinea rafinata. bustul tip corset, cu baleine fine si cusaturi verticale, sustine si contureaza elegant linia bustului, creând un efect sculptural, feminin si sigur de sine.mânecile cazute adauga o nota senzuala si romantica, în timp ce fanta laterala dezvaluie subtil picio",1,https://ejolie.ro/product/geaca-11637,https://ejolie.ro/continut/produse/11637/1000/rochie-evia-verde_101179.webp,Rochii de ocazie,Trendya
Rochie Misty verde,675.0,"Rochia misty &ndash; senzualitate sculptatafiecare aparitie în misty este un statement &ndash; rafinata, îndrazneata si spectaculoasa. confectionata din tafta elastica cu luciu discret, aceasta rochie mini are un croi mulat care urmeaza linia corpului, punând în valoare silueta. bustul tip corset ofera sustinere si contur, în timp ce drapajul asimetric de pe sold adauga volum si miscare, echilibrând perfect lungimea scurta.manecile tip petala cazute de pe umeri creeaza un joc vizual senzual si r",1,https://ejolie.ro/product/geaca,https://ejolie.ro/continut/produse/11636/1000/rochie-misty-verde_101177.webp,Rochii de ocazie,Trendya
Rochie Laurence neagra,594.0,"Rochie laurence neagra- stil elegant- croi mulat, conic- maneci lungi, cu umeri maxi- esarfa frontala, cu nod pe talie- crepeu la spate- inchidere la spate cu fermoar- realizata din lycra",1,https://ejolie.ro/product/rochie-laurence-rosie-11635,https://ejolie.ro/continut/produse/11635/1000/rochie-laurence-neagra_98215.webp,Rochii de seara,Trendya
